"","Variable.code","Unit","Country.code","Country","Dataset_type","Classification","Classification.code","Definition","Sector.code","Description","Year","Value"
"14","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2008,"53,7949462646843"
"15","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2009,"53,2350261471019"
"16","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2010,"54,1708172637824"
"17","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2011,"56,5122136591092"
"18","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2012,"57,5420363746427"
"19","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2013,"60,8874460346894"
"20","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2014,"61,4642884669913"
"21","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2015,"-"
"22","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2016,"-"
"23","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",1995,"-"
"24","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",1996,"-"
"25","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",1997,"-"
"26","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",1998,"-"
"27","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",1999,"-"
"28","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2000,"-"
"29","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2001,"-"
"30","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2002,"-"
"31","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2003,"-"
"32","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2004,"-"
"33","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2005,"-"
"34","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2006,"-"
"35","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2007,"-"
"36","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2008,"0,126404949314057"
"37","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2009,"0,159020436100518"
"38","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2010,"0,175141021849096"
"39","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2011,"0,175876120619397"
"40","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2012,"0,180759355367386"
"41","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2013,"0,19237019454366"
"42","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2014,"0,171053379569098"
"43","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2015,"-"
"44","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","5821","a) ICT sector (comprehensive definition)","CB1-1","[10.1] Publishing of computer games",2016,"-"
"45","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",1995,"-"
"46","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",1996,"-"
"47","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",1997,"-"
"48","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",1998,"-"
"49","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",1999,"-"
"50","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2000,"-"
"51","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2001,"-"
"52","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2002,"-"
"53","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2003,"-"
"54","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2004,"-"
"55","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2005,"-"
"56","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2006,"-"
"57","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2007,"-"
"58","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2008,"0,172163016119531"
"59","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2009,"1,55092822919722"
"60","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2010,"1,70815249622703"
"61","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2011,"1,71532192339038"
"62","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2012,"1,80348538650642"
"63","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2013,"1,91932989556061"
"64","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2014,"1,67833551247797"
"65","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2015,"-"
"66","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","5829","a) ICT sector (comprehensive definition)","CB1-2","[10.2] Other software publishing",2016,"-"
"67","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",1995,"-"
"68","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",1996,"-"
"69","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",1997,"-"
"70","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",1998,"-"
"71","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",1999,"-"
"72","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2000,"-"
"73","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2001,"-"
"74","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2002,"-"
"75","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2003,"-"
"76","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2004,"-"
"77","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2005,"-"
"78","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2006,"-"
"79","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2007,"-"
"80","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2008,"31,6514713828505"
"81","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2009,"28,7264233762378"
"82","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2010,"29,0660498640646"
"83","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2011,"30,519770843491"
"84","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2012,"30,9216384617792"
"85","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2013,"32,3940265601053"
"86","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2014,"34,2830585087148"
"87","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2015,"-"
"88","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","6201","a) ICT sector (comprehensive definition)","CB2-1","[11.1] Computer programming activities",2016,"-"
"89","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",1995,"-"
"90","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",1996,"-"
"91","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",1997,"-"
"92","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",1998,"-"
"93","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",1999,"-"
"94","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2000,"-"
"95","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2001,"-"
"96","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2002,"-"
"97","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2003,"-"
"98","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2004,"-"
"99","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2005,"-"
"100","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2006,"-"
"101","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2007,"-"
"102","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2008,"6,71751111850035"
"103","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2009,"7,33710214381136"
"104","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2010,"7,79600202322494"
"105","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2011,"8,60512554851292"
"106","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2012,"9,37416753150331"
"107","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2013,"9,82053497487669"
"108","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2014,"9,3513723150358"
"109","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2015,"-"
"110","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","6202","a) ICT sector (comprehensive definition)","CB2-2-1","[11.2.1] Computer consultancy activities",2016,"-"
"111","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1995,"-"
"112","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1996,"-"
"113","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1997,"-"
"114","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1998,"-"
"115","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",1999,"-"
"116","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2000,"-"
"117","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2001,"-"
"118","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2002,"-"
"119","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2003,"-"
"120","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2004,"-"
"121","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2005,"-"
"122","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2006,"-"
"123","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2007,"-"
"124","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2008,"9,17240118043144"
"125","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2009,"8,8049449733879"
"126","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2010,"9,23280785685684"
"127","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2011,"9,15096903949293"
"128","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2012,"9,28918627016568"
"129","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2013,"10,6306147376875"
"130","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2014,"9,68993635640414"
"131","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2015,"-"
"132","EMP","1000 persons employed","FI","Finland","Nowcasted Dataset","NACE Rev.2.","6203","a) ICT sector (comprehensive definition)","CB2-2-2","[11.2.2] Computer facilities management activities",2016,"-"
"133","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1995,"-"
"134","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1996,"-"
"135","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1997,"-"
"136","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1998,"-"
"137","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",1999,"-"
"138","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2000,"-"
"139","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2001,"-"
"140","EMP","1000 persons employed","FI","Finland","PREDICT 2017 Dataset","NACE Rev.2.","6209","a) ICT sector (comprehensive definition)","CB2-3","[11.3] Other information technology and computer service activities",2002,"-"
